destination,rating,rating,text,time
Berjaya Tioman Resort - Malaysia,5/5,,Nice place to visit,2026-05-08T23:59:59.999Z
Berjaya Tioman Resort - Malaysia,5/5,,One of the best vacay highly recommended,2026-05-05T23:59:59.999Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-05T01:55:30.298Z
Berjaya Tioman Resort - Malaysia,5/5,,Its a very chill and relax places.  Very helpful staff who helped me to resolve my problems during my stay.,2026-05-04T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,,2025-11-14T04:47:30.835Z
The Taaras Beach & Spa Resort,,5.0,يجنن المكان والطبيعه كل شي روعه,2025-11-05T09:18:46.253Z
The Taaras Beach & Spa Resort,,5.0,The employees are so attentive. The beach is splendid.,2025-11-04T17:27:10.090Z
The Taaras Beach & Spa Resort,,4.0,,2025-10-28T12:10:20.242Z
The Taaras Beach & Spa Resort,,4.0,"Overall it's a great resort. Food was okay, not extraordinary. Chin, Maria both entertained with beautiful love singing at night. Jessica, Putri, Sophia and yanti were polite and friendly.",2025-10-27T08:19:59.279Z
The Taaras Beach & Spa Resort,5/5,,"Great experience, wonderful service, just too expensive:)",2025-10-11T23:59:59.999Z
The Taaras Beach & Spa Resort,,4.0,,2025-10-04T13:45:04.059Z
The Taaras Beach & Spa Resort,,5.0,"It may depend on the season, but the seawater looked as clear as in the Maldives.
The view from the room was breathtaking.
I really enjoyed snorkeling walks with the children—we even saw a turtle.",2025-10-03T10:02:43.061Z
The Taaras Beach & Spa Resort,,5.0,,2025-09-28T02:37:52.253Z
The Taaras Beach & Spa Resort,,5.0,"We stayed at Taaras Beach & Spa Resort for 3D2N. We arrived early aroind 12.30pm and they allowed us for early check in aa the room was ready.
Their staff were very friendly and helpful.
Starting from information requisition to booking to managing our stay till our departure at the jetty was very smooth and well managed.",2025-09-26T13:57:07.591Z
Sipadan Kapalai Dive Resort,,3.0,"A place of remorse,haha",2024-11-01T22:59:06.885Z
Sipadan Kapalai Dive Resort,,5.0,Good.,2024-10-30T04:19:14.213Z
Sipadan Kapalai Dive Resort,,5.0,,2024-10-27T19:52:07.446Z
Sipadan Kapalai Dive Resort,,5.0,Superb just like Maldives,2024-10-24T02:01:56.344Z
Sipadan Kapalai Dive Resort,,5.0,,2024-10-17T03:23:46.245Z
Sipadan Kapalai Dive Resort,4.7/5,,The sea was so clear. Sea turtles can be seen from the balcony every night. very nice diving coaches. Highly recommended.,2024-10-16T23:59:59.999Z
Sipadan Kapalai Dive Resort,5/5,,風景真的是太美了，島上的每一處隨手一拍就能出片，人生有幸非常值得去的一個海島，島上有部隊也非常的安全，希望下次有機會再帶着家人一起去,2024-10-01T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,,2024-09-28T06:29:46.392Z
Sipadan Kapalai Dive Resort,,5.0,,2024-09-19T03:08:58.240Z
Sipadan Kapalai Dive Resort,,5.0,My bucket lists with my loved ones,2024-09-17T08:36:33.671Z
Sipadan Kapalai Dive Resort,2/5,,"The location is sensational, over water bungalows where you dive straight into crystal clear waters for snorkelling.||There are lots of cons though, many of which are directly due to poor management decisions. I agree with other reviews that the food is barely edible, the buffet is drenched in oil, has limited options and mainly focuses on Chinese cuisine (which is strange for a resort in Malaysia). While some rules are for guests enjoyment, there are oppressive restrictions on when and where you can go snorkeling, which is outrageously hypocritical when hundreds of day visitors can snorkel directly outside the bungalows. There is no privacy. There is also no value given to the environment and protection of the precious water life, we saw visitors harassing the turtles and not giving them distance and space to even breath.||So we had some nice moments, but it’s not worth the price and hassle.",2024-09-11T23:59:59.999Z
Sipadan Kapalai Dive Resort,,2.0,Don’t stay here unless you’re a diver. It won’t meet your (Western) expectations and you won’t enjoy it,2024-09-04T04:24:01.747Z
Sipadan Kapalai Dive Resort,,3.0,,2024-09-02T06:15:33.360Z
Sipadan Kapalai Dive Resort,,5.0,paradise middle in the sea,2024-08-27T05:13:57.548Z
Sipadan Kapalai Dive Resort,,5.0,"The best resort in semporna,  everything is prefect.. must go there enjoy and relax 😌 😉",2024-08-22T05:25:45.311Z
Sipadan Kapalai Dive Resort,,1.0,600 € per night for a 3 star hotel in a remote location? Are you insane??,2024-08-20T18:46:53.010Z
Sipadan Kapalai Dive Resort,,1.0,"I am here at the Kapalai Resort for 3 days 2 night stay. I am disappointed with some of items listed below:
1. Air conditioning: The only one air conditioner is working but because of the room space is large, I am sweating in the room the whole day. The room designing is not practical. The room should have at least 2 air conditioner.
2. I was force to buy wifi data because there is no wifi supply by Kapalai resort. What a ridiculous step taken by Kapalai Resort just to sell wifi data to customers?",2024-08-20T08:45:01.849Z
Sipadan Kapalai Dive Resort,,1.0,"地点很漂亮，仅此而已。
1. 房间 - 房间很大，可是空调只有一小个，呆在房间里面太热，会一直流汗，信号也没有，去前台询问只会得到“请购买网络”的回复。厕所没门没帘，除了情侣之外，普通家庭很难一起在洗澡时间呆在里面。电视机也没有
2. 海景绝美，可是允许住客浮潜的地方竟然比开放给外来客的地方还小。只要一上午，你就没地方游了，白白浪费了这边的海景
3. 没信号没网络真的很不方便，房间距离餐厅很远，完全没办法叫车。想象一下你得走将近500米，在没遮棚的情况下暴晒15-20 分钟走路。
4. 没遮棚，整个resort 是没遮棚的，就连从office 去到餐馆都是没遮棚，下雨是没办法走过的
5. 客服 糟糕至极，这样的价钱不应该是这样的客服，员工基本爱理不理，有什么都得自己解决
6.食物 没什么特别可取之处，吃得饱就好

这么美的景色，真的浪费了，有在找海景房的，可以选择mabul",2024-08-20T08:43:15.357Z
Sipadan Kapalai Dive Resort,3/5,,"Abbiamo soggiornato per due notti nel bungalow numero 58 e ci sono stati subito problemi all'arrivo: non c'erano le tende e su mia richiesta sono state messe delle tende non adatte; non si poteva inoltre usare la vasca e quindi la doccia andava fatta all'esterno, all'aperto, come conseguenza ho riportato parecchie punture di zanzare. Il cibo è adatto alla clientela cinese ma, alla fine, qualcosa si riusciva a mangiare. La location e l'isola sono spettacolari poiché sembra un acquario a cielo aperto.",2024-08-09T23:59:59.999Z
Sipadan Kapalai Dive Resort,,4.0,,2024-08-04T04:32:46.176Z
Sipadan Kapalai Dive Resort,1.5/5,,"the transfer boat from Tawau Airport to the property is troublesome. The booking includes an airport pickup and boat transfer to the property but only at a fixed time per day. You need to be in Tawau Airport no later than 10:00am local time to use the pre-booked service. The time is very tricky and has very limited airline and easy to miss then they charge $321.26 to re-arrange pick up from Tawau Airport.Based on research, 1.5hr bus from Tawau Airport to port is RM25 (Malaysia currency, about $5.56) per person. Then 45min boat transfer to the property. The boat condition is super ugly which might not permit to carry passengers in United States. The boat condition like a multi-hand used fishing boat you can buy from cralist for less than $3000. However, the total charge is $321.26 for such transport services.After arriving in hotel, the hotel service is also very poor which I think it can not match a motel in United States. No phone in the room to connect to the front desk: you need use you own cell phone to call front desk and usually the signal is too poor to make a phone call. No enough shower towel either and hot water run out quickly during shower. What’s more, you need to pay extra to purchase internet. Price is ok but slow which can not make stable video conference which is super unfriendly for people need to work while traveling",2024-08-03T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,,2024-07-30T00:24:06.992Z
Sipadan Kapalai Dive Resort,,5.0,,2024-07-29T11:34:06.001Z
Sipadan Kapalai Dive Resort,,5.0,"Most amazing place for diving. fantastic Dive team and service team. Only problem is that it is now more a Chinese tourist hotspot of non divers, than a true divers paradise like it used to be. Special thanks to Dive master Wie for some amazing dives at Sipadan and around Kapalai.",2024-07-19T03:54:41.637Z
Sipadan Kapalai Dive Resort,4.5/5,,環境十分美,2024-07-17T23:59:59.999Z
Sipadan Kapalai Dive Resort,,3.0,"We did snorkeling there but it was nothing special. I would prefer other island for snorkeling, not resort islands.",2024-07-10T06:11:03.148Z
Sipadan Kapalai Dive Resort,,5.0,,2024-07-09T09:48:53.268Z
Sipadan Kapalai Dive Resort,,5.0,,2024-07-02T05:59:08.850Z
Sipadan Kapalai Dive Resort,,5.0,,2024-06-27T06:59:11.948Z
Sipadan Kapalai Dive Resort,2/5,,"Kapalai honestly is more for diver to stay as kapalai have a big diving centre and mainly for relax without other activity.||~Kapalai no WiFi in the room||~Kapalai no telephone service and no mobile network in the room. Even they provide buggy service but is useless because no signal for you to call the buggy service.||~Kapalai no TV in the room. The room just for sleeping.||~Kapalai no Spa and massage service ||- Kapalai no gym service.||- Kapalai always encounter electric circuits trip in the room especially at night. ||~Kapalai snorkeling is not including in the package, need to pay separately||- Kapalai The socket in the room mostly not function. ||~Kapalai during night is very dark at the hallway while walking to the room. Need torch light if walking alone in the hallway.||~Kapalai no hot water in the room. The hot water is useless because even on for 30 minutes still cold water.||* But the only good thing in Kapalai is you can see sea turtles everyday even beside your room if you are lucky.||* Kapalai have better privacy as they only serve in house guest and no outsider visitor allowed in Kapalai.",2024-06-23T23:59:59.999Z
Berjaya Tioman Resort - Malaysia,,5.0,"Me and my family went here for five nights and there was so much to do and soo good staff, good food for people with diet (celiakic)🥰😊🍉✈️✈️🏖🦀🍇🍉🍌🍋‍🟩🥭🐒",2026-05-03T13:57:47.757Z
Berjaya Tioman Resort - Malaysia,,5.0,Tempat menarik ..kemudahan lengkap staf semua sgt membantu dan peramah ..sgt sesuai dtg dgn keluarga..makanan semua sedap dan byk pilihan ..,2026-05-03T06:30:01.309Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-03T06:23:42.087Z
Berjaya Tioman Resort - Malaysia,,5.0,great experience. rooms is a bit run down. but still acceptable,2026-05-03T04:43:56.583Z
Berjaya Tioman Resort - Malaysia,,5.0,Great service and amenities,2026-05-03T04:34:45.519Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-03T02:46:40.060Z
Berjaya Tioman Resort - Malaysia,,5.0,"Very convenient and nice environment. Shuttle service is good. Food is good toooooooo, we had our breakfast lunch and dinner all in the resort itself.",2026-05-03T01:53:10.859Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-03T00:45:32.706Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-03T00:28:00.501Z
Berjaya Tioman Resort - Malaysia,,5.0,Great service and great staff... highly recommended,2026-05-02T23:43:01.757Z
Sipadan Kapalai Dive Resort,,5.0,舒服放鬆好的環境 天然水族館,2024-06-17T04:08:06.478Z
Sipadan Kapalai Dive Resort,,2.0,"Undoubtedly great view, but that’s it.

This spot has tons of dead coral, plastic bottle and trash are visible throughout during our stay for 3 days.

Please note that this hotel has absolutely nothing to offer other than scuba diving.

Food are bad, really bad
Rooms are bad for the price, hotel owner milk every single cent out of it without upgrading it facilities. Faulty balcony door, damaged soap dispenser, leaking mini fridge, Terrible room amenities.

Uses plastic bottle instead of water dispenser. Such facilities should promote green practice, not environment friendly at all despite being located in Sabah ocean conservation park.

I believe this place could have alot more sea turtle.

Conclusion : this place is definitely overrated, but it’s a great experience to be able to jog on the wooden deck in the middle of ocean.",2024-06-14T23:11:49.280Z
Sipadan Kapalai Dive Resort,5/5,,"Stayed at the resort for my dive trip. From pick up at the airport till transfer to the airport on the last day, the service was reasonably good from the different staff. The accomodation was tidy and importantly, well maintained. Food spread was good and there were ample places for eating. Nice surroundings. Good place for those who want to lay back and enjoy tranquility.",2024-06-07T23:59:59.999Z
Sipadan Kapalai Dive Resort,3.2/5,,島上沒有太多的娛樂設施、兩天住一晚都夠了、訂需要最少兩晚起、水屋比較大、設施有點成舊了、水屋而且沒有直接下水的地方、雖然酒店的自助餐每天不重複、但是沒有別的選擇、想要出去吃海鮮、需要自己500馬幣包船出去買,2024-06-07T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,,2024-06-01T05:15:49.536Z
Sipadan Kapalai Dive Resort,,1.0,,2024-05-24T15:25:40.489Z
Sipadan Kapalai Dive Resort,,5.0,,2024-05-24T08:46:19.747Z
Sipadan Kapalai Dive Resort,,5.0,,2024-05-22T12:35:49.403Z
Sipadan Kapalai Dive Resort,3/5,,"L’hotel è molto bello, ma un po’ datato, le camere sono pulite e il panorama è mozzafiato. Purtroppo il ristorante è di qualità veramente bassa e c’è poca scelta per vegetariani/vegani, per cui spesso ci sono le stesse cose del giorno/giorni prima. Il diving centre è ok, nulla di più. La nostra guida faceva dei briefing molto sbrigativi e poco informativi. Sott’acqua andava molto veloce e non si curava molto dei subacquei con lui. Per fortuna c’erano sempre due guide e il nostro gruppo era abbastanza omogeneo e con esperienza. Le immersioni a Sipadan sono bellissime, ma Mabul non è niente di che. Bisognerebbe sempre cercare di andare a Sipadan, ma giustamente danno la possibilità a tutti di andare quindi alternano l’una e l’altra. Lo snorkeling intorno al resort si può fare solo in aree circoscritte..||Il personale dell’hotel e del diving è stato sempre molto gentile e disponibile. ||In generale, la cura dell’ambiente ci è sembrata poco attenta, essendo un resort completamente sull’acqua, si dovrebbero evitare mozziconi in acqua e bottiglie di plastica lasciate al caso. Indicano che se si spreca cibo del buffet possono dare una sovrapprezzo, ma in pratica non controllava nessuno. E di cibo sprecato, purtroppo, ne abbiamo visto tanto. Il Wifi (a pagamento) è stato inutilizzabile perché non c’è campo, ma se avete un buon roaming funziona un po’ ovunque.",2024-05-18T23:59:59.999Z
Sipadan Kapalai Dive Resort,,3.0,,2024-05-10T09:41:11.973Z
The Taaras Beach & Spa Resort,,5.0,,2025-09-26T03:55:10.851Z
The Taaras Beach & Spa Resort,5/5,,Super expérience! Tout le personnel étaient aux petits soins pour nous et en particulier hamdan ! Je recommande fortement !,2025-09-24T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,"Our experience at Taaras Resort was absolutely superb, largely thanks to the incredibly friendly and helpful Adam. He went above and beyond to assist us with everything we wanted to explore, making our trip truly unforgettable. From the turtle snorkeling to the stunning Redang exploration, it wouldn't have been the same without his guidance. We are so grateful to have met Adam during our stay, and we can’t thank him enough for making our time there special. We hope to return soon!",2025-09-20T07:15:58.480Z
The Taaras Beach & Spa Resort,4/5,,"Adorámos os nossos dias no Taaras, num cenário espetacular. Infelizmente o quarto que havíamos marcado estaria a precisar de alguma manutenção, nomeadamente quanto ao isolamento das janelas e quartos, pelo que tivemos várias lagartixas e animais a entrarem no quarto de dormir. Com a troca de quarto, e o upgrade que nos deram, ficámos bastante satisfeitos.||Uma sugestão de melhoria: poderia haver alguma música ao vivo e mais atividade para quem queira tomar um café ou beber um copo ao final da noite.",2025-09-19T23:59:59.999Z
The Taaras Beach & Spa Resort,,4.0,✅️😍👌🫰🤝✌️👍,2025-09-18T08:05:03.830Z
The Taaras Beach & Spa Resort,4/5,,"Bonne expérience dans cet hôtel, avec quelques défauts.|L'hôtel était propre, la piscine et la plage étaient propres.|Le personnel très sympathique, et les repas étaient bons.|Pour les défauts : les services sont très chers..|Et surtout, nous avions 1 heure de kayak gratuite, mais nous ne voulions pas laisser notre enfant de 9 mois à des baby sitters, nous avons donc demandé s'il était possible qu'on profite d'un autre service à la place. Et la réponse fut non de manière catégorique.|Nous ne trouvons pas cela normal sachant que nous avions payé plus de 1700 euros pour 5 nuits..",2025-09-17T23:59:59.999Z
The Taaras Beach & Spa Resort,,3.0,"​I recently stayed at The Taaras and unfortunately, my experience was quite disappointing, especially considering the price of over $400 USD per night. The resort did not meet my expectations.
​The property feels very old, especially the room. While it was spacious, the furniture was outdated, the bed was uncomfortable, and the bathroom had an unpleasant smell.
​On the positive side, the beach was beautiful and the staff was generally friendly and cordial. However, I had a very unpleasant experience at the pier where a security guard rudely took the hotel towels from my hand as I was taking them onto a private boat. This kind of attitude is unacceptable, especially given the high cost of the stay.
​Another major issue was the cleanliness; the sun loungers on the beach were dirty and there were a lot of flies and mosquitoes everywhere.
​Overall, I feel this resort is overpriced for what you get.",2025-09-12T19:01:56.504Z
The Taaras Beach & Spa Resort,,5.0,,2025-09-12T18:25:37.861Z
The Taaras Beach & Spa Resort,,5.0,Very great 👍,2025-09-09T11:17:58.316Z
The Taaras Beach & Spa Resort,,5.0,"I had a truly wonderful stay at The Taaras. The resort itself is breathtaking, but what made my experience unforgettable was the people. A very special thank you to Mr. Azmi for his outstanding hospitality – he was attentive, professional, and always made me feel genuinely welcomed throughout my stay. His warmth and dedication truly reflect the high standards of The Taaras. I would also like to thank Irfan for his kind help to bring us watch the turtle. The Taaras is not only a stunning getaway but also a place where guests are treated with sincere care. I truly enjoyed every moment here and will surely come again. Thank you for the great experience.",2025-09-09T04:20:28.645Z
Pulau Payar Marine Park,,5.0,Really great place for snorkelling 👍🏻🌳,2023-01-26T14:07:03.962Z
Pulau Payar Marine Park,,5.0,beautiful and peaceful marine park🙂👍,2023-01-26T14:06:55.828Z
Pulau Payar Marine Park,,5.0,"love it adventure vibes! If island hoping us in your list or not, you still have to do this by taking a day trip to this exotic marine park.",2023-01-26T14:06:46.497Z
Pulau Payar Marine Park,,5.0,very nice place to snorkeling.,2023-01-26T14:06:42.341Z
Pulau Payar Marine Park,,5.0,I will never forget the activities I experienced here❤️❤️ The scenery such a pleasure to my eyes.. Everything is amazing 🌹🌹🌹,2023-01-26T14:05:53.358Z
Pulau Payar Marine Park,,5.0,A must visit place and best experience ever. Surely will repeat!,2023-01-26T14:05:41.625Z
Pulau Payar Marine Park,,5.0,Want to somewhere like Phuket come to this Island you won’t be regret!!!,2023-01-26T14:05:29.375Z
Pulau Payar Marine Park,,5.0,Best for travel & vacation place,2023-01-26T14:05:25.394Z
Pulau Payar Marine Park,,5.0,Good snorkelling experience,2023-01-26T14:05:20.307Z
Pulau Payar Marine Park,,5.0,The best place and nice view..highly recommend!,2023-01-26T14:04:42.467Z
Berjaya Tioman Resort - Malaysia,,5.0,Good place for team bonding,2026-05-02T23:41:53.760Z
Berjaya Tioman Resort - Malaysia,,5.0,Clean rooms and great location! Will be back real soon :)),2026-05-02T23:37:30.019Z
Berjaya Tioman Resort - Malaysia,,5.0,Great experience. Rooms are tidy and reception is good.,2026-05-02T23:29:03.573Z
Berjaya Tioman Resort - Malaysia,,4.0,,2026-05-02T23:24:26.172Z
Berjaya Tioman Resort - Malaysia,,4.0,"Resort cantik, complete dgn segala fasiliti.. cuma, keadaan bilik agak rundown utk harga premium yg ditawarkan.. kena improve sikit.. tp still lg selesa utk di pulau..

Sesuai utk buat training, ada dewan disediakan.. makanan sedap..",2026-05-02T21:49:42.824Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-02T12:38:27.089Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-02T07:36:42.135Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-02T07:36:34.456Z
Berjaya Tioman Resort - Malaysia,,4.0,Good services from Berjaya Tioman. Will come back soon,2026-05-02T03:36:13.570Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-05-02T01:11:52.597Z
Sipadan Kapalai Dive Resort,,5.0,,2024-05-05T07:32:07.028Z
Sipadan Kapalai Dive Resort,,5.0,,2024-05-02T10:24:46.935Z
Sipadan Kapalai Dive Resort,5/5,,Ein Tsuchtesort mit tolen standardisierten Abläufen. Das Tauchcenter ist super funktioninal mit einem super netten Team.  Das künstliche Hausriff ist top und es gibt jederzeit etwas zu sehen . Schlafkomfort in Villa 19 top . Das essen ist ok und die Menschen super nett,2024-04-20T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,"Wonderful resort that provides great service. Fishes, star fishes and turtles can be seen easily in the water.",2024-04-09T11:06:20.970Z
Sipadan Kapalai Dive Resort,,5.0,,2024-04-06T03:43:06.172Z
Sipadan Kapalai Dive Resort,,5.0,"The only word to define this place is… PARADISE. Oh my gosh! It is unbelievable, it seems unreal. And especially the service provided are high standards, much better than what you can expect. The rooms are fantastically cleaned and designed. This is a VERY HIGH RECOMMENDATION",2024-04-03T10:31:25.853Z
Sipadan Kapalai Dive Resort,,1.0,"customer service MIKO, very bad attitude and bad service‼️",2024-03-30T01:06:39.429Z
Sipadan Kapalai Dive Resort,,5.0,讚,2024-03-26T10:21:12.209Z
Sipadan Kapalai Dive Resort,,5.0,,2024-03-20T07:58:55.892Z
Sipadan Kapalai Dive Resort,,5.0,"很美的地方～村內到處都有可以下水的浮潛台，海洋生態保護的很好。
交通不容易，餐食內容一定會比較簡單，這不是缺點，簡單也是一種體驗。",2024-03-20T00:02:07.199Z
The Taaras Beach & Spa Resort,,3.0,房間一般，價位偏高，同等價位在有更多地方的度假選擇,2025-09-07T03:06:04.553Z
The Taaras Beach & Spa Resort,,4.0,,2025-09-06T15:17:18.827Z
The Taaras Beach & Spa Resort,,5.0,I must say about the food and beverage restaurant manager en Rizal. Look for him regards to your meal. En saiful at hotel buffet. Florina at front desk.,2025-09-06T13:43:39.704Z
The Taaras Beach & Spa Resort,,2.0,"Overall Impression
Except for the view, everything else fell far below expectations. I paid nearly RM6,000 for 2 nights, but the stay was nowhere near worth the price. This is not a 5-star resort—it is closer to 3-star. The property relies solely on its location while neglecting service, facilities, and maintenance. Unfortunately, other guests have raised similar issues in past reviews, and it is clear that no real improvements have been made.

Ratings
•	Price/Value: 2/5
•	Scenery & Location: 4/5
•	Facilities: 2/5
•	Access: 2/5
•	Service Quality: 2/5
•	Dining: 1/5
•	Cleanliness: 3/5

Beach & Location
The white sand beach was beautiful, clean, and well maintained. The view from the Cliff Bayview Suite was stunning. On this point alone, the resort deserves 5/5.

Room & Facilities
The suite was poorly maintained: TVs did not work, the air conditioner was broken, the floors felt gritty, and the bed mattress was uncomfortably hard. Bathwater was yellowish and cloudy, and tap water had a strong unpleasant smell. In-room dining dishes were left in the hallway for over two days. The bathroom amenities (L’Occitane) had an overly strong, chemical scent.
There were also two large flies inside the room, which gave a very unclean.This did not feel like a 5-star resort.

Check-in / Check-out & Service
While early check-in was allowed, overall service was unfriendly and mechanical. The welcome drink was handed out carelessly. The check-in process was rushed, with no explanation of facilities or activities. At check-out, staff simply processed the paperwork with no smile, no feedback, and no hospitality.

Dining
Breakfast was poor: hot dishes were already cold, the selection was limited, and seasoning was extreme. Complimentary soft drinks were only high-sugar choices (Fanta, A&W, Coke). Overall, the food quality was closer to 3-star level.

Activities
The snorkeling tour was disappointing: many corals were bleached, fish variety was low, and the sea was overcrowded with tours from the nearby public beach.

Other Issues
Wi-Fi did not work. Hot water took over 15 minutes to arrive and quickly turned cold. Guests had to set up their own sun loungers and collect towels from the counter. No complimentary water was provided.

Access
The resort is difficult to reach: 1-hour flight from Kuala Lumpur to Kuala Terengganu, another 1-hour drive to the jetty, and then a 40-minute boat ride. For international travelers, it is a long journey with little reward.

Please do not respond with a generic template reply. What matters is genuine improvement. As long as repeated guest concerns remain unaddressed, this resort will continue to disappoint.",2025-09-06T11:47:19.309Z
The Taaras Beach & Spa Resort,,1.0,The staff is amazing except the room is outdated. Resort should do something on it.,2025-09-04T10:37:06.747Z
The Taaras Beach & Spa Resort,,5.0,,2025-09-03T14:03:30.405Z
The Taaras Beach & Spa Resort,,5.0,"I had the pleasure of staying at The Taaras Spa & Resort for five days, and it truly felt like an escape to paradise. The location is breathtaking, nestled in a stunning natural setting that immediately makes you feel relaxed and at peace.

The services provided were excellent — from the sunbeds and umbrellas on the beach to the wide range of activities and excursions, everything was well organized and enjoyable. The breakfast buffet was rich and offered a great selection of international options, while lunch and dinner at the resort’s various restaurants were consistently delicious.

What really stood out to me was the service: the staff were exceptional — attentive, kind, and always eager to make guests feel comfortable. The cleanliness of the rooms was also impressive and contributed to an overall sense of care and attention to detail.
If I had to mention one drawback, it would be that the rooms feel a little dated and could benefit from some modernization. That said, this is a minor issue compared to all the positives.

Overall, it’s a wonderful destination for anyone seeking relaxation, great service, and unforgettable experiences. I would definitely recommend it and would love to return.",2025-09-02T03:46:21.849Z
The Taaras Beach & Spa Resort,,2.0,"The Taaras Resort has a beautiful beach and friendly staff, but overall, it doesn’t meet 5-star expectations. The room felt ordinary, several items didn’t function properly, and cleanliness was below standard — stains on the toilet bowl, pillowcases, and towels.

The pricing is unreasonable for the quality provided. Food is overpriced and not particularly good; even the BBQ was underwhelming and wasn’t by the beach as expected. Private snorkelling and fishing trips are also charged at steep rates.

While the location is lovely, the experience as a whole feels far from 5-star value.",2025-09-01T14:40:21.271Z
The Taaras Beach & Spa Resort,1/5,,"Please don’t stay in this hotel , The food here is awful — you leave the restaurant still hungry. The rooms are outdated and badly need renovation. This hotel is definitely not worth the money you pay. The manager of the hotel ( the wamen wearing in yellow ) was so rude !",2025-08-31T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,Best yoga in the world with the wonderful Bruce!,2025-08-31T11:45:17.631Z
Berjaya Tioman Resort - Malaysia,,5.0,"The resort located here in Tioman is very tranquil, and peaceful. The views are amazing and breathtaking. Although the sun gave me serious sunburns, it still doesn't beat the very amazing moments I have gathered here in this resort. Also, a female staff, named Jasper, is very engaging and friendly towards the staff. Though, she can't really communicate on Malay fluently, she tries her best to make every guest feel at home when arriving to the resort, and gives us a very heart-warming feel during my stay at the resort. I really loved my time during my stay here at the resort, and hope to return sooner for my next vacation! ❤️🫰",2026-05-01T14:34:33.146Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-30T06:01:27.481Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-29T10:43:37.666Z
Berjaya Tioman Resort - Malaysia,,5.0,The places is really nice and cozy. Suitable for family trip even for 1 days.. the facilities are nice and the staffs hospitality is at the best..,2026-04-28T05:48:16.631Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-27T03:45:10.952Z
Berjaya Tioman Resort - Malaysia,,5.0,"I stayed 5 nights in a beachfront suite in April 2026.   It was just a few metres from the beach, and the main swimming pool was not much further.",2026-04-26T07:56:52.046Z
Berjaya Tioman Resort - Malaysia,,5.0,Overall is good. Nice environment and scenery. Just that the bed might be a bit short for tall people 😂,2026-04-26T05:32:55.433Z
Berjaya Tioman Resort - Malaysia,,5.0,"Resort is huge (covering a long stretch of beach) and quiet. Great place for a relaxing vacation. Food was surprisingly good, and also reasonably priced. Service is outstanding, all staffs were extremely friendly and eager to help out.",2026-04-26T02:09:29.499Z
Berjaya Tioman Resort - Malaysia,,5.0,"Really enjoyed my stay at Berjaya Tioman Resort. The breakfast was consistently excellent, and all the staff were incredibly friendly and welcoming throughout.

Special shout-out to the yoga instructor, Shamini, for her patience and valuable guidance—truly appreciated!",2026-04-25T03:02:19.119Z
Berjaya Tioman Resort - Malaysia,,5.0,Very comfortable experience with good customer-oriented service.,2026-04-25T02:49:48.102Z
Pulau Payar Marine Park,,5.0,"Very good environment, good for travel here",2023-01-26T14:04:42.036Z
Pulau Payar Marine Park,,5.0,Wonderful place,2023-01-26T14:04:18.923Z
Pulau Payar Marine Park,,5.0,Nice place and view,2023-01-26T14:04:03.347Z
Pulau Payar Marine Park,,5.0,My goshhhhh the scenery was worth watching and so BEAUTIFUL and MAGICALLLLL...SO stressed freee and peaceful 😀 enjoy with family so so mush,2023-01-26T14:04:01.985Z
Pulau Payar Marine Park,,5.0,Go to list for marine outdoor activities for family bonding…,2023-01-26T14:03:58.895Z
Pulau Payar Marine Park,,5.0,"Beautiful place with nice view. Very suitable for honeymoon. And for those who love diving and snorkelling, this is the right place",2023-01-26T14:03:56.662Z
Pulau Payar Marine Park,,5.0,nice view,2023-01-26T14:02:38.442Z
Pulau Payar Marine Park,,4.0,😍😍😍😍😍😍😍😍,2023-01-26T14:02:36.638Z
Pulau Payar Marine Park,,5.0,Awesome,2023-01-26T14:01:49.566Z
Pulau Payar Marine Park,,5.0,"It was Unforgettable and mesmerizing place.
The Island is 42 Km away from Langkawei and took 1 hr to reach there in speedboat.
Ninety nine Island diver gave the slots for 2 pax in the last minute in peak time and costed 280 RM. If not I would have been missed this wonderful place.
You will not disappointed and will enter the world of water.
(———-THE WAY OF WATER ————)",2023-01-26T00:04:52.890Z
Sipadan Kapalai Dive Resort,,5.0,Super good ! Thank you to all the staff，you are so nice!,2024-03-18T12:24:38.310Z
